simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c09-ch14-a03-reflection-of-sound,c9-ch14-a03-reflection-of-sound,9,class9To10,14,Sound Part 2,3,Reflection of sound,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:sound-part-2,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch14-a04-ultrasound,c9-ch14-a04-ultrasound,9,class9To10,14,Sound Part 2,4,Ultrasound,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch15-a01-health-and-its-issues,c9-ch15-a01-health-and-its-issues,9,class9To10,15,Why do we fall ill part - 1,1,Health and its issues,science,modelInspection,,interactive3d,strongVrFit,low,12,400,science:why-do-we-fall-ill-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch15-a02-disease-and-its-types,c9-ch15-a02-disease-and-its-types,9,class9To10,15,Why do we fall ill part - 1,2,Disease and its types,biology,sortingBoard,scenario,interactive3d,strongVrFit,low,11,224,biology:why-do-we-fall-ill-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch15-a03-aids-disease-and-its-causes,c9-ch15-a03-aids-disease-and-its-causes,9,class9To10,15,Why do we fall ill part - 1,3,AIDS disease and its causes,biology,scenario,,guidedVisualization,strongVrFit,medium,12,320,biology:why-do-we-fall-ill-part-1,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c09-ch15-a04-malaria-disease-and-its-causes,c9-ch15-a04-malaria-disease-and-its-causes,9,class9To10,15,Why do we fall ill part - 1,4,Malaria disease and its causes,biology,scenario,,guidedVisualization,strongVrFit,low,12,320,biology:why-do-we-fall-ill-part-1,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c09-ch16-a01-foodborne-diseases-their-causes-and-cure,c9-ch16-a01-foodborne-diseases-their-causes-and-cure,9,class9To10,16,Why do we fall ill part - 2,1,"Foodborne diseases, their causes and cure",biology,scenario,,guidedVisualization,strongVrFit,low,12,320,biology:why-do-we-fall-ill-part-2,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c09-ch17-a01-winds-the-movement-of-air,c9-ch17-a01-winds-the-movement-of-air,9,class9To10,17,Natural Resources part - 1,1,Winds: The movement of air,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:natural-resources-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch17-a02-air-expands-on-heating,c9-ch17-a02-air-expands-on-heating,9,class9To10,17,Natural Resources part - 1,2,Air expands on heating,physics,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,physics:natural-resources-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch17-a03-formation-of-clouds-and-rain,c9-ch17-a03-formation-of-clouds-and-rain,9,class9To10,17,Natural Resources part - 1,3,Formation of clouds and rain,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:natural-resources-part-1,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch17-a04-air-pollution-causes-and-effects,c9-ch17-a04-air-pollution-causes-and-effects,9,class9To10,17,Natural Resources part - 1,4,Air Pollution: Causes and Effects,environmentalScience,sortingBoard,systemMap|scenario,interactive3d,strongVrFit,low,11,224,environmentalScience:natural-resources-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch17-a05-water-pollution-causes-and-effects,c9-ch17-a05-water-pollution-causes-and-effects,9,class9To10,17,Natural Resources part - 1,5,Water Pollution: Causes and Effects,environmentalScience,sortingBoard,systemMap|scenario,interactive3d,strongVrFit,low,11,224,environmentalScience:natural-resources-part-1,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch18-a01-water-cycle,c9-ch18-a01-water-cycle,9,class9To10,18,Natural Resources part - 2,1,Water Cycle,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:natural-resources-part-2,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch18-a02-nitrogen-cycle,c9-ch18-a02-nitrogen-cycle,9,class9To10,18,Natural Resources part - 2,2,Nitrogen cycle,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:natural-resources-part-2,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch18-a03-carbon-cycle,c9-ch18-a03-carbon-cycle,9,class9To10,18,Natural Resources part - 2,3,Carbon cycle,chemistry,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,chemistry:natural-resources-part-2,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch18-a04-oxygen-cycle,c9-ch18-a04-oxygen-cycle,9,class9To10,18,Natural Resources part - 2,4,Oxygen cycle,environmentalScience,processTimeline,sortingBoard|systemMap,guidedVisualization,strongVrFit,low,12,336,environmentalScience:natural-resources-part-2,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch18-a05-the-ozone-layer,c9-ch18-a05-the-ozone-layer,9,class9To10,18,Natural Resources part - 2,5,The ozone layer,environmentalScience,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,environmentalScience:natural-resources-part-2,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a01-types-of-cropping,c9-ch19-a01-types-of-cropping,9,class9To10,19,Improvement in Food Resources,1,Types of Cropping,environmentalScience,modelInspection,sortingBoard|systemMap,interactive3d,strongVrFit,low,12,400,environmentalScience:improvement-in-food-resources,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch19-a02-types-of-irrigation,c9-ch19-a02-types-of-irrigation,9,class9To10,19,Improvement in Food Resources,2,Types of irrigation,environmentalScience,modelInspection,processTimeline|sortingBoard,interactive3d,strongVrFit,low,12,400,environmentalScience:improvement-in-food-resources,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch19-a03-fertilizers,c9-ch19-a03-fertilizers,9,class9To10,19,Improvement in Food Resources,3,Fertilizers,science,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,science:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a04-crop-protection,c9-ch19-a04-crop-protection,9,class9To10,19,Improvement in Food Resources,4,Crop Protection,environmentalScience,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,environmentalScience:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a05-storage-of-grains,c9-ch19-a05-storage-of-grains,9,class9To10,19,Improvement in Food Resources,5,Storage of grains,environmentalScience,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,environmentalScience:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a06-cattle-farming,c9-ch19-a06-cattle-farming,9,class9To10,19,Improvement in Food Resources,6,Cattle Farming,environmentalScience,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,environmentalScience:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a07-poultry-farming,c9-ch19-a07-poultry-farming,9,class9To10,19,Improvement in Food Resources,7,Poultry Farming,environmentalScience,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,environmentalScience:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a08-fishery,c9-ch19-a08-fishery,9,class9To10,19,Improvement in Food Resources,8,Fishery,science,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,science:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c09-ch19-a09-apiculture,c9-ch19-a09-apiculture,9,class9To10,19,Improvement in Food Resources,9,Apiculture,science,sortingBoard,systemMap,interactive3d,strongVrFit,low,11,224,science:improvement-in-food-resources,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c10-ch01-a01-chemical-reaction-burning-of-magnesium-ribbon,c10-ch01-a01-chemical-reaction-burning-of-magnesium-ribbon,10,class9To10,1,Chemical Reactions and Equations,1,Chemical Reaction: Burning of Magnesium Ribbon,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch01-a02-combination-reaction,c10-ch01-a02-combination-reaction,10,class9To10,1,Chemical Reactions and Equations,2,Combination Reaction,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch01-a03-decomposition-reaction,c10-ch01-a03-decomposition-reaction,10,class9To10,1,Chemical Reactions and Equations,3,Decomposition Reaction,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch01-a04-displacement-reaction,c10-ch01-a04-displacement-reaction,10,class9To10,1,Chemical Reactions and Equations,4,Displacement Reaction,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch01-a05-double-displacement-reaction,c10-ch01-a05-double-displacement-reaction,10,class9To10,1,Chemical Reactions and Equations,5,Double Displacement Reaction,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch01-a06-redox-reaction,c10-ch01-a06-redox-reaction,10,class9To10,1,Chemical Reactions and Equations,6,Redox Reaction,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:chemical-reactions-and-equations,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a01-introduction-to-acids-and-bases-and-litmus-test,c10-ch02-a01-introduction-to-acids-and-bases-and-litmus-test,10,class9To10,2,"Acids, Bases and Salts",1,Introduction to Acids and Bases and litmus test,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a02-reaction-of-metals-with-acid-and-base,c10-ch02-a02-reaction-of-metals-with-acid-and-base,10,class9To10,2,"Acids, Bases and Salts",2,Reaction of metals with acid and base,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a03-reaction-of-metal-carbonates-and-metal-hydrogen-carbonates-with-acid,c10-ch02-a03-reaction-of-metal-carbonates-and-metal-hydrogen-carbonates-with-acid,10,class9To10,2,"Acids, Bases and Salts",3,Reaction of metal carbonates and metal hydrogen carbonates with acid,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a04-conductivity-of-chemicals,c10-ch02-a04-conductivity-of-chemicals,10,class9To10,2,"Acids, Bases and Salts",4,Conductivity of Chemicals,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a05-what-happens-to-an-acid-or-a-base-in-a-water-solution,c10-ch02-a05-what-happens-to-an-acid-or-a-base-in-a-water-solution,10,class9To10,2,"Acids, Bases and Salts",5,What Happens to an Acid or a Base in a Water Solution?,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:acids-bases-and-salts,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch02-a06-salts-contain-water,c10-ch02-a06-salts-contain-water,10,class9To10,2,"Acids, Bases and Salts",6,Salts contain water,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:acids-bases-and-salts,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c10-ch02-a07-reaction-of-metal-oxides-with-acids,c10-ch02-a07-reaction-of-metal-oxides-with-acids,10,class9To10,2,"Acids, Bases and Salts",7,Reaction of metal oxides with acids,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c10-ch02-a08-is-this-an-exothermic-or-endothermic-process,c10-ch02-a08-is-this-an-exothermic-or-endothermic-process,10,class9To10,2,"Acids, Bases and Salts",8,Is this an exothermic or endothermic process?,chemistry,processTimeline,,guidedVisualization,strongVrFit,low,12,336,chemistry:acids-bases-and-salts,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c10-ch02-a09-reaction-of-acids-and-bases-with-each-other,c10-ch02-a09-reaction-of-acids-and-bases-with-each-other,10,class9To10,2,"Acids, Bases and Salts",9,Reaction of acids and bases with each other,chemistry,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,chemistry:acids-bases-and-salts,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
